_widgetName,_source,city,location,time range,date,Lat,Long
DUI Checkpoints,DUI Checkpoints,Azusa,E Alosta Ave and N Citrus Ave,,Fri May 6 2016,34.128834,-117.890021
DUI Checkpoints,DUI Checkpoints,Panorama City,Van Nuys Blvd and Roscoe Blvd,8pm To 2am,Fri May 6 2016,34.221533,-118.448781
DUI Checkpoints,DUI Checkpoints,Montebello,San Gabriel Blvd and Lincoln Ave,,Wed Jun 8 2016,34.031045,-118.072801
DUI Checkpoints,DUI Checkpoints,Gardena,S Vermont Ave and W 135th St,7pm To 1am,Sat Jun 4 2016,33.909147,-118.291907
DUI Checkpoints,DUI Checkpoints,Pomona,N Towne Ave and E Bonita Ave,,Fri Jun 3 2016,34.096198,-117.736715
DUI Checkpoints,DUI Checkpoints,Gardena,W El Segundo Blvd and S Western Ave,,Fri Jun 3 2016,33.916448,-118.309156
DUI Checkpoints,DUI Checkpoints,Los Angeles,Melrose Ave and N La Brea Ave,8pm To 2am,Fri Jun 3 2016,34.083446,-118.344083
DUI Checkpoints,DUI Checkpoints,North Hills,Sepulveda Blvd. and Parthenia St,8pm To 2am,Fri Jun 3 2016,34.228279,-118.467659
DUI Checkpoints,DUI Checkpoints,Claremont,E Foothill Blvd and N Mills Ave,,Thu Jun 2 2016,34.107039,-117.70712
DUI Checkpoints,DUI Checkpoints,Mission Hills,Sepulveda Blvd and San Fernando Mission Blvd,,Sat May 28 2016,34.272117,-118.467479
DUI Checkpoints,DUI Checkpoints,Los Angeles,Ventura Blvd and Sepulveda Blvd,,Sat May 28 2016,34.153822,-118.466188
DUI Checkpoints,DUI Checkpoints,Lancaster,50th St and Ave L,,Sat May 28 2016,33.548876,-101.848755
DUI Checkpoints,DUI Checkpoints,El Monte,Valley Blvd and Baldwin Ave,7pm To 3am,Sat May 28 2016,34.079025,-118.052821
DUI Checkpoints,DUI Checkpoints,Sherman Oaks,Ventura Blvd and Columbus Ave,8pm To 2am,Sat May 28 2016,34.153454,-118.464002
DUI Checkpoints,DUI Checkpoints,San Fernando,Laurel Canyon Blvd and Rinaldi St,8pm To 2am,Sat May 28 2016,34.279862,-118.454522
DUI Checkpoints,DUI Checkpoints,Los Angeles,E 1st St and Sota St,,Sat May 28 2016,34.04371,-118.209771
DUI Checkpoints,DUI Checkpoints,Paramount,Rosecrans Ave and Orange Ave,,Fri May 27 2016,33.903595,-118.177546
DUI Checkpoints,DUI Checkpoints,Los Angeles,S San Vicente Blvd and Drexel Ave,8pm To 2am,Fri May 27 2016,34.069539,-118.37518
DUI Checkpoints,DUI Checkpoints,Los Angeles,Santa Monica Blvd and Bronson Ave - Hollywood,8pm To 2am,Fri May 27 2016,34.090739,-118.317921
DUI Checkpoints,DUI Checkpoints,Glendale,San Fernando Rd and S Glendale Ave,,Fri May 27 2016,34.122831,-118.253937
DUI Checkpoints,DUI Checkpoints,Pasadena,W California Blvd and Pasadena Ave,7pm To 3am,Fri May 27 2016,34.135773,-118.154123
DUI Checkpoints,DUI Checkpoints,Los Angeles,Sunset Blvd and Highland Ave - Hollywood,,Sat Apr 16 2016,34.097984,-118.338687
DUI Checkpoints,DUI Checkpoints,Los Angeles,E Florence Ave and S Main St,,Sat Apr 16 2016,33.974692,-118.273922
DUI Checkpoints,DUI Checkpoints,Torrance,190th St and Prairie Ave,,Fri Apr 15 2016,33.858309,-118.343886
DUI Checkpoints,DUI Checkpoints,Pomona,S Garey Ave and E Lexington Ave,,Fri Apr 15 2016,34.036935,-117.74932
DUI Checkpoints,DUI Checkpoints,North Hills,Sepulveda Blvd and Parthenia St,8pm To 2am,Fri Apr 15 2016,34.228279,-118.467659
DUI Checkpoints,DUI Checkpoints,Whittier,Whittier Blvd and Mills Ave,,Fri Apr 15 2016,33.95058,-118.01053
DUI Checkpoints,DUI Checkpoints,Whittier,Colima Rd and Lambert Rd,,Sat Apr 9 2016,33.941996,-118.011587
DUI Checkpoints,DUI Checkpoints,Compton,S Long Beach Blvd and E Myrrh St,,Sat Apr 9 2016,33.892422,-118.207703
DUI Checkpoints,DUI Checkpoints,Sherman Oaks,Ventura Blvd and Sepulveda Blvd,8pm To 2am,Sat Apr 9 2016,34.153822,-118.466188
DUI Checkpoints,DUI Checkpoints,Los Angeles,Sunset Blvd and Highland Ave,,Fri Apr 8 2016,34.097984,-118.338687
DUI Checkpoints,DUI Checkpoints,Bellflower,Lakewood Blvd and Flower St,,Thu Apr 7 2016,33.882014,-118.142607
DUI Checkpoints,DUI Checkpoints,City Of Industry,N Azusa Ave and Temple Ave,,Sat Apr 2 2016,34.024723,-117.917699
DUI Checkpoints,DUI Checkpoints,Glendale,S Brand Blvd and W Cerritos Ave,,Sat Apr 2 2016,34.125541,-118.254978
DUI Checkpoints,DUI Checkpoints,Montebello,Greenwood Ave and Union St,,Fri Apr 1 2016,33.981296,-118.127444
DUI Checkpoints,DUI Checkpoints,Los Angeles,W Manchester Ave and Denver Ave,8pm To 2am,Fri Apr 1 2016,33.960031,-118.283908
DUI Checkpoints,DUI Checkpoints,Bellflower,Flower St and Lakewood Blvd,,Thu Mar 31 2016,33.882014,-118.142607
DUI Checkpoints,DUI Checkpoints,Los Angeles,E Florence Ave and S Central Ave,8pm To 2am,Fri May 6 2016,33.974784,-118.256426
DUI Checkpoints,DUI Checkpoints,Los Angeles,Highland Ave and De Longpre Ave,8pm To 2am,Fri May 6 2016,34.096154,-118.338666
DUI Checkpoints,DUI Checkpoints,Los Angeles,E Florence Ave and S Main St,,Thu May 5 2016,33.974692,-118.273922
DUI Checkpoints,DUI Checkpoints,South Gate,Long Beach Blvd and Southern Ave,,Thu May 5 2016,33.952346,-118.21834
DUI Checkpoints,DUI Checkpoints,Hermosa Beach,Gould Ave and Pch,,Sat Apr 30 2016,33.872745,-118.395585
DUI Checkpoints,DUI Checkpoints,Los Angeles,W Washington Blvd and S La Brea Ave,8pm To 2am,Sat Apr 30 2016,34.040424,-118.347493
DUI Checkpoints,DUI Checkpoints,Sherman Oaks,Ventura Blvd and Kester Ave,8pm To 2am,Sat Apr 30 2016,34.152361,-118.457421
DUI Checkpoints,DUI Checkpoints,Pomona,Mission Blvd and Garey Ave,,Fri Apr 29 2016,34.05506,-117.750025
DUI Checkpoints,DUI Checkpoints,Palmdale,Technology Dr and 10th St W,,Fri Apr 29 2016,34.59452,-118.147693
DUI Checkpoints,DUI Checkpoints,West Hollywood,San Vicente Blvd,,Sat Apr 23 2016,34.048751,-118.489604
DUI Checkpoints,DUI Checkpoints,Van Nuys,Sepulveda Blvd and Raymer St,8pm To 2am,Sat Apr 23  2016,34.214229,-118.466056
DUI Checkpoints,DUI Checkpoints,Hacienda Heights,S Hacienda Blvd and Gale Ave,,Fri Apr 22 2016,34.010872,-117.963043
DUI Checkpoints,DUI Checkpoints,City Of Industry,Gale Ave and Pontenova Ave,,Fri Apr 22 2016,34.020222,-117.987604
DUI Checkpoints,DUI Checkpoints,Inglewood,Imperial Hwy and Crenshaw Blvd,,Fri Apr 22 2016,33.930889,-118.326445
DUI Checkpoints,DUI Checkpoints,Carson,S Figueroa St and W 220th St,,Fri Apr 22 2016,33.827967,-118.286108
DUI Checkpoints,DUI Checkpoints,Norwalk,Alondra Blvd and Studebaker Rd,,Fri Apr 22 2016,33.887467,-118.099988
DUI Checkpoints,DUI Checkpoints,Los Angeles,S Western Ave and W 8th St,8pm To 2am,Fri Apr 22 2016,34.058041,-118.309091
DUI Checkpoints,DUI Checkpoints,Gardena,W Rosecrans Ave and S Menlo Ave,8pm To 2am,Fri Apr 22 2016,33.901895,-118.289319
DUI Checkpoints,DUI Checkpoints,Bellflower,Lakewood Blvd and Mayne St,,Thu Apr 21 2016,33.885643,-118.142649
DUI Checkpoints,DUI Checkpoints,Panorama City,Van Nuys Blvd and Roscoe Blvd,6pm To 12am,Sat Mar 26 2016,34.221533,-118.448781
DUI Checkpoints,DUI Checkpoints,Palmdale,E Palmdale Blvd and 17th St E,,Fri Mar 25 2016,34.579608,-118.09846
DUI Checkpoints,DUI Checkpoints,Whittier,Washington Blvd and Lambert Rd,,Fri Mar 25 2016,33.967312,-118.048053
DUI Checkpoints,DUI Checkpoints,Pasadena,Fair Oaks Ave,7pm To 3am,Fri Mar 25 2016,34.155473,-118.150556
DUI Checkpoints,DUI Checkpoints,Pomona,W Mission Blvd and Curran Pl,9pm To 3am,Fri Mar 25 2016,34.054137,-117.775148
DUI Checkpoints,DUI Checkpoints,Los Angeles,S La Brea Ave and W 3rd St,8pm To 2am,Fri Mar 25 2016,34.068893,-118.344044
DUI Checkpoints,DUI Checkpoints,Los Angeles,Sunset Blvd and Fountain Ave,8pm To 2am,Fri Mar 25 2016,34.095818,-118.284058
DUI Checkpoints,DUI Checkpoints,Los Angeles,S Western Ave and W Jefferson Blvd,,Sat Mar 19 2016,34.025557,-118.308886
DUI Checkpoints,DUI Checkpoints,Los Angeles,S Central Ave and E 92nd St,,Sat Mar 19 2016,33.952917,-118.256405
DUI Checkpoints,DUI Checkpoints,Van Nuys,Victory Blvd and Woodley Ave,8pm To 2am,Sat Mar 19 2016,34.186637,-118.48365
DUI Checkpoints,DUI Checkpoints,Gardena,W Redondo Beach Blvd and Normandie Ave,,Fri Mar 18 2016,33.891409,-118.300247
DUI Checkpoints,DUI Checkpoints,Compton,S Central Ave and W Rosecrans Ave,,Fri Mar 18 2016,33.902861,-118.253496
DUI Checkpoints,DUI Checkpoints,Los Angeles,Sunset Blvd and Micheltorena St,,Fri Mar 18 2016,34.087569,-118.275853
DUI Checkpoints,DUI Checkpoints,Culver City,Culver Blvd and Lincoln Ave,,Thu Mar 17 2016,34.020394,-118.397142
DUI Checkpoints,DUI Checkpoints,Los Angeles,Hollywood Blvd and N Gower St,,Thu Mar 17 2016,34.101666,-118.322361
DUI Checkpoints,DUI Checkpoints,Marina Del Rey,Lincoln Blvd and Maxella Ave,,Thu Mar 17 2016,33.985685,-118.443396
DUI Checkpoints,DUI Checkpoints,Panorama City,Roscoe Blvd and Noble Ave,6pm To 12am,Sat Mar 12 2016,34.22145,-118.461841
DUI Checkpoints,DUI Checkpoints,Los Angeles,W Manchester Ave and Denver Ave,8pm To 2am,Fri Mar 11 2016,33.960031,-118.283908
DUI Checkpoints,DUI Checkpoints,Long Beach,Daisy Ave and Pch,7pm To 3am,Fri Mar 11 2016,33.789867,-118.199266
DUI Checkpoints,DUI Checkpoints,San Fernando,Laurel Canyon Blvd and Rinaldi St,,Sat Mar 5 2016,34.279862,-118.454522
DUI Checkpoints,DUI Checkpoints,Los Angeles,W Olympic Blvd and S Alvarado St,,Sat Mar 5 2016,34.051703,-118.279827
DUI Checkpoints,DUI Checkpoints,Los Angeles,East Cesar E Chavez Ave and N Fickett St,,Fri Mar 4 2016,34.045927,-118.20582
DUI Checkpoints,DUI Checkpoints,North Hills,Parthenia St and Sepulveda Blvd,,Fri Mar 4 2016,34.228279,-118.467659
DUI Checkpoints,DUI Checkpoints,Inglewood,Market St and Florence Ave,,Fri Mar 4 2016,33.966142,-118.352158
DUI Checkpoints,DUI Checkpoints,Malibu,Pacific Coast Hwy and Malibu Canyon Rd,7pm To 3am,Fri Mar 4 2016,34.034647,-118.703403
DUI Checkpoints,DUI Checkpoints,Pomona,Mission Blvd and Garey Ave,9pm To 3am,Fri Mar 4 2016,34.05506,-117.750025
DUI Checkpoints,DUI Checkpoints,Downey,Imperial Hwy and Old River School Rd,8pm To 3am,Fri Mar 4 2016,33.928891,-118.161526
DUI Checkpoints,DUI Checkpoints,Sherman Oaks,Ventura Blvd and Columbus Ave,6pm To 12am,Sun Feb 28 2016,34.153454,-118.464002
DUI Checkpoints,DUI Checkpoints,Rosemead,Rosemead Blvd and Mission Dr,,Sat Feb 27 2016,34.084231,-118.073219
DUI Checkpoints,DUI Checkpoints,Pasadena,Fair Oaks Ave and E Holly St,,Fri Feb 26 2016,34.147651,-118.150592
DUI Checkpoints,DUI Checkpoints,Los Angeles,S Vermont Ave and W 5th St,8pm To 2am,Fri Feb 26 2016,34.065427,-118.291646
DUI Checkpoints,DUI Checkpoints,Bell Gardens,Florence Ave and Garfield Ave,,Sat Feb 20 2016,33.965374,-118.151674
DUI Checkpoints,DUI Checkpoints,Van Nuys,Van Nuys Blvd and Victory Blvd,,Sat Feb 20 2016,34.186663,-118.448714
DUI Checkpoints,DUI Checkpoints,Long Beach,Pch and E 7th St,7pm To 3am,Sat Feb 20 2016,34.014238,-118.486171
DUI Checkpoints,DUI Checkpoints,Covina,Citrus Ave and E Loma Vista St,6pm To 2am,Sat Feb 20 2016,34.076786,-117.890124
DUI Checkpoints,DUI Checkpoints,Compton,E Alondra Blvd and S Long Beach Blvd,6pm To 3am,Sat Feb 20 2016,33.888648,-118.207061
DUI Checkpoints,DUI Checkpoints,Sherman Oaks,Ventura Blvd and Columbus Ave,8pm To 1am,Sat Feb 20 2016,34.153454,-118.464002
DUI Checkpoints,DUI Checkpoints,Pomona,Holt Ave and Union Ave,,Fri Feb 19 2016,34.061551,-117.783206
DUI Checkpoints,DUI Checkpoints,Gardena,W Rosecrans Ave and Normandie Ave/budlong Ave,,Fri Feb 19 2016,33.930948,-118.295868
DUI Checkpoints,DUI Checkpoints,Santa Monica,Main St and Hill St,7pm To 3am,Fri Feb 19 2016,39.675549,-120.249759
DUI Checkpoints,DUI Checkpoints,Los Angeles,W Olympic Blvd and Sunbury St,8pm To 1am,Fri Feb 19 2016,34.04684,-118.269002
DUI Checkpoints,DUI Checkpoints,Los Angeles,S Vermont Ave and W 5th St,8pm To 1am,Sat Feb 13 2016,34.065427,-118.291646
DUI Checkpoints,DUI Checkpoints,Whittier,Whittier Blvd and Greenleaf Ave,,Fri Feb 12 2016,33.965854,-118.037417
DUI Checkpoints,DUI Checkpoints,Pico Rivera,Paramount Blvd and Beverly Blvd,,Fri Feb 12 2016,34.012058,-118.085935
DUI Checkpoints,DUI Checkpoints,Whittier,Colima Rd and Telegraph Rd,,Fri Feb 12 2016,33.92499,-118.024553
DUI Checkpoints,DUI Checkpoints,Pomona,E Holt Ave and N East End Ave,,Fri Feb 12 2016,34.062973,-117.723893
DUI Checkpoints,DUI Checkpoints,Montebello,Beverly Blvd and Rea Dr,,Fri Feb 12 2016,34.014399,-118.093032
DUI Checkpoints,DUI Checkpoints,Claremont,E Foothill Blvd and N Dathmouth Ave,,Fri Feb 12 2016,34.107111,-117.713172
DUI Checkpoints,DUI Checkpoints,Los Angeles,Melrose Ave and N La Brea Ave,8pm To 1am,Fri Feb 12 2016,34.083446,-118.344083
DUI Checkpoints,DUI Checkpoints,North Hollywood,Victory Blvd and St Clair Ave,8pm To 1am,Fri Feb 12 2016,34.186733,-118.399762
DUI Checkpoints,DUI Checkpoints,Whittier,Whittier Blvd and Sorensen Ave,,Fri Feb 12 2016,33.980532,-118.050448
DUI Checkpoints,DUI Checkpoints,Glendale,San Fernando Rd and S Glendale Ave,,Sat Feb 6 2016,34.122831,-118.253937
